Id,Predicted
157,2957.529857628852
158,3183.35846772184
159,3208.7639296911934
160,2617.6106365382257
161,2287.06038238934
162,2366.3775200139203
163,3234.2009560584665
164,2930.9830460782464
165,2150.9531831727795
166,3140.7944327304735
167,1940.7262066562628
168,3011.553015876
169,2645.144747553936
170,1940.3857412893774
171,2373.1300481204694
172,2358.489537636408
173,2448.208802163962
174,2282.3405789514086
175,2456.503782193167
176,2872.5166970380556
177,3404.687848921921
178,2026.5375711484076
179,2258.9458701250624
180,2263.3602307952883
181,4088.992466964312
182,2688.0117628046414
183,2627.367635158392
184,3922.2826535457384
185,2377.079870664509
186,2220.9054598599982
187,2267.2568010842765
188,2880.51821800909
189,2233.938988318096
190,3313.6258665848763
191,2305.220837314618
192,2862.2963237596887
193,3885.192632556667
194,2470.149350317781
195,2672.4440222060107
196,3245.698885605907
197,1955.5483344091808
198,3513.9873284268647
199,2920.513650774685
200,2664.59036970259
201,2304.0173580209344
202,2113.4838559370714
203,2216.234495400687
204,2061.198331989908
205,2671.598900412202
206,2836.1597528257576
207,2109.630946224305
208,3584.4289226845435
209,2169.1200502051465
210,2434.713968907777
211,2428.581249869853
212,2596.051929243282
213,3587.0996147531946
214,2111.012433078638
215,2566.7742053474917
216,2965.9373735358936
217,2474.7475940088575
218,2125.194226840054
219,1996.8577617425497
220,2857.1016686487364
221,2056.1680162953676
222,2436.8990667563417
223,2677.1110033668997
224,1791.5632727556924
225,2377.6578598196757
226,2266.0665252731696
227,2473.4128913914915
228,3473.380213789204
229,2635.287504604401
230,2068.077449735007
231,3253.8792232373066
232,3623.3543782471293
233,3314.2993276169923
234,2538.07627495583
235,2105.9045352000544
236,2110.6401244533945
237,3101.2282721857314
238,2496.68886736595
239,2732.189716958093
240,3020.079904363299
241,2422.2075492956224
242,2552.057698883977
243,2573.258884578298
244,2571.914749126502
245,2890.623192486158
246,2815.2150886767467
247,2452.184936495545
248,3431.648516287538
249,3370.0619722841743
250,2708.898403355277
251,1927.2267274042497
252,4037.4000825113912
253,2729.8462640972743
254,2444.447592249804
255,2422.5757664094012
256,2335.433816211926
257,1902.3117372483696
258,2187.0659093694208
259,2407.9757387711466
260,2187.447107571485
261,2258.7847368231583
262,3381.465831110129
263,2222.106613462463
264,2284.532133216967
265,3389.4970787391244
266,2509.432346193504
267,2790.265520997528
268,2008.9107836301773
269,2258.649683155273
270,2786.2096978545283
271,2403.862665162392
272,2177.3969325364133
273,2453.566803372589
274,2084.924282200441
275,2893.8247085764947
276,2411.91391525641
277,2312.5020269996417
278,3858.1255512455705
279,2207.2143159846773
280,3700.277060284283
281,2453.4568771606628
282,2924.6542588821662
283,3316.5424614049903
284,1357.1329175565802
285,3155.5761061643448
286,2591.9250212397906
287,2365.5288793130676
288,2496.6772667345126
289,3356.8350556377286
290,2241.0721127431916
291,2556.0188875923322
292,1870.4389102528446
293,4696.518796748962
294,2610.019909432427
295,3385.3345546000223
296,3673.5252897823048
297,1796.3985877371827
298,2476.685920417193
299,2421.2428188031704
300,4162.17283221013
301,2135.686240837369
302,2131.4737513223986
303,2867.604223715685
304,1876.0132222018847
305,2291.359416838911
306,2631.8801355680434
307,2356.472825426054
308,2339.812584244037
309,2015.264877440077
310,3465.577088183147
311,2736.547858692627
312,2463.3100726945268
313,2472.523693457102
314,2062.089706384641
315,1903.8082628290188
316,2515.5524613120083
317,1911.2740225988694
318,2197.521406602172
319,2030.549106266124
320,2450.3332994477582
321,1960.8282142671524
322,2284.6419299297945
323,3594.317663745966
324,2977.481118923906
325,2181.667954355595
326,2518.8357018466018
327,3250.522486287413
328,1750.3659480679662
329,3716.646002416561
330,1875.7092478496968
331,2185.5041461178657
332,1878.8742532100841
333,3380.3211722747164
334,3280.405693835875
335,2844.042709381684
336,2053.118646777409
337,2492.650397891328
338,2730.1527668909375
339,3155.8751931053994
340,2358.735644335714
341,3061.5553603393623
342,4172.187609808074
343,3407.5600925622725
344,2121.099845779953
345,2203.4627681662773
346,1951.5222226891335
347,1994.3234360237211
348,2399.8178205937807
349,3363.3839494444182
350,1760.2307035011606
351,2420.2756816200636
352,2346.735102605399
353,2203.0465475671995
354,2716.128529292357
355,2913.0309348331575
356,2596.295281055603
357,2953.216005783463
358,3320.043750239723
359,2388.9621830138503
360,2673.646055230612
361,2122.334032487986
362,2274.8573265410823
363,3087.909265370563
364,3579.1713848614995
365,2555.894108995273
366,2633.5409472645647
367,3210.1893807844463
368,2882.781303766488
369,2461.3193894497895
370,2094.447908610606
371,1824.7131645526679
372,1957.7582911737447
373,2463.6975505603855
374,2482.013357865013
375,2274.8500462561474
376,2514.2635277992713
377,1986.6235658080188
378,2675.860626227061
379,2434.856580219031
380,3264.9000036331677
381,2844.3322619359947
382,3648.657344654194
383,2618.0210591707287
384,3576.422350207049
385,3588.852159834382
386,2150.6630930649753
387,2180.122885927191
388,2399.2225578880502
389,2236.5764623596515
390,2010.8449505325163
391,2232.501241438002
392,3049.5788179524666
393,3552.137838418935
394,2355.5385031739042
395,2027.5129466262008
396,3192.792763921636
397,2390.3835126795475
398,2486.623672501329
399,2549.002126931197
400,1829.1613219306548
401,1916.2065500605343
402,3478.885354074226
403,3092.4708338866003
404,2134.497731100395
405,2176.6166605827943
406,2256.172559234725
407,3616.6748225601173
408,2226.873452918394
409,3012.4997014661253
410,2897.65699228839
411,1997.350085348372
412,2438.239171950623
413,2515.328574593447
414,3216.1229892321303
415,2429.1998184961317
416,1983.3315378829063
417,2222.9651744780062
418,2536.7133964835307
419,2057.5837511749314
420,1900.1558734637326
421,2745.8918420258706
422,2319.8743909791096
423,2593.3495160521056
424,3429.423681521108
425,1848.3370293129349
426,2774.73517706528
427,2193.6941898672885
428,1799.3920579344222
429,2456.0194460268513
430,2713.044851649672
431,1931.2558655905168
432,2060.275764967913
433,3780.6264983439128
434,2929.9548569821422
435,2484.047350604168
436,2105.970873483619
437,2119.78950528579
438,3123.9654517083472
439,1988.4657489781966
440,2917.4915692118616
441,3205.041111969546
442,3472.098031367039
443,2219.4651333362513
444,3936.7082689345502
445,2258.341632261163
446,2079.2437915443934
447,2565.811471414634
448,2468.7664714441285
449,2742.8267611829283
450,2549.81745312017
451,2738.798219672973
452,2384.3888136539135
453,2748.1554779560756
454,1965.433216493423
455,3996.179596587297
456,2250.058475417912
457,2890.933470959877
458,2165.078488638055
459,2237.2363218618916
460,3113.3006447872344
461,2099.5813656524297
462,2755.1348913479756
463,2539.568653296614
464,2915.9023113604817
465,2374.9015842055887
466,2530.883366317376
467,2490.4601403347483
468,2266.49004766108
469,2297.6166888387124
470,3050.131600034973
471,2505.6763166225487
472,3305.579169213735
473,1909.216345581767
474,2313.8885609298954
475,2071.508484030921
476,2271.586457086864
477,2502.702621263004
478,3363.10931987133
479,1839.3854072024617
480,2643.311028148842
481,4562.662507912474
482,2341.8731768512207
483,2293.1409322995933
484,2536.189596389883
485,2323.994662145744
486,3339.2650657435847
487,2658.967356453708
488,2432.205587405733
489,4004.754592326896
490,3490.0039515721814
491,2755.167766786683
492,2335.436194352962
493,2093.5911520484538
494,3185.224072967501
495,3228.9293989588946
496,2598.6949818341322
497,2364.039998012868
498,2520.7469132917977
499,2046.7855838094492
500,2478.620676266242
501,2023.3821828318557
502,2534.7570871850917
503,3021.343738530695
504,2548.9760576293643
505,2336.0942449618396
506,2542.0636071894587
507,2298.4670388532645
508,2430.798307333241
509,3423.3978587304664
510,3657.028804526554
511,1687.3390982223143
512,2947.644703592198
513,2322.6927712493043
514,3003.217392083085
515,3336.091415215531
516,2170.4139980333234
517,2411.9387786539114
518,3163.146670164881
519,4559.137931663627
520,2045.6329031760276
521,2718.2207567356404
522,2425.6546443469456
523,2204.7503312653316
524,2390.106896487435
525,1894.765942803545
526,2750.5739962355583
527,2418.3723219227772
528,2576.687386683768
529,2412.63437706581
530,2597.7473856539114
531,3066.6921085679137
532,2341.0542242725646
533,2197.521406602172
534,2152.3884770491836
535,2889.070417201423
536,1978.344192148932
537,2519.691433524097
538,1939.6626178532654
539,2527.223743596593
540,2425.8821730950326
541,2571.3706415877164
542,2322.371257413102
543,2646.7156341476493
544,4030.210142966105
545,2537.1729657339056
546,2680.6587023985944
547,2130.793897107567
548,2899.62056145595
549,2855.1073262247705
550,2581.5149937115852
551,2346.3945770077958
552,3387.8416898166856
553,3247.4191842482724
554,2592.967710774295
555,3022.921775511915
556,1757.7593325762246
557,2353.6952965375517
558,3406.2911355347583
559,2089.1537949298017
560,2238.6411791694054
561,2491.6386184392577
562,3021.41119249996
563,2703.106251348321
564,2402.4451181620643
565,2076.745251445819
566,1933.1993004204785
567,2215.6542778526077
568,2448.302007732276
569,2377.0220510502622
570,2417.5460236865147
571,2612.9796518358166
572,2753.0607005006113
573,2422.363198152623
574,1988.7824628817634
575,1789.119026024978
576,1893.9268118725106
577,2406.484365610311
578,2520.820881995803
579,3509.157051344677
580,2320.525428563023
581,2332.968624224182
582,2220.6747329114814
583,4296.883400860893
584,2438.9129776714553
585,2149.452293312958
586,2089.050236757885
587,3015.067447668418
588,2155.2952207623707
589,2503.114479899093
590,2802.919019277932
591,2164.6173426159726
592,3462.566382510807
593,2858.711058232369
594,2227.756349895868
595,2112.562125246113
596,2159.389297609288
597,2836.8903419279413
598,1982.8470552492954
599,2299.3217825558045
600,2069.781401223787
601,2430.942419505112
602,3452.994064190361
603,1747.0868462244973
604,2482.113101280828
605,2560.9654789072265
606,2333.465721623911
607,2460.402306651203
608,2668.205811068202
609,3589.756470392786
610,2601.0611069440224
611,2623.370344852261
612,2669.072860464892
613,3414.801335600959
614,2268.197693683989
615,2150.653561754966
616,2596.9654824557933
617,3150.6197545261875
618,1814.5110332036113
619,2036.636866720785
620,2032.6774268472893
621,2017.1999172398862
622,2354.144199493326
623,2211.8113906106287
624,2241.828893851511
625,1952.494958460263
626,2165.4405370437853
627,2130.596775135458
628,2147.396568485245
629,2071.617205492034
630,2333.4150645548943
631,2854.7485733319795
632,2766.5657214043695
633,2540.324463992361
634,2200.123802098882
635,2564.9391299636904
636,2251.527479786237
637,2894.7302835800333
638,3006.4557971102236
639,2197.58729606112
640,2693.39984315149
641,2705.116791289389
642,2074.182829964201
643,2606.887448038488
644,1532.1104553685418
645,2420.711198976723
646,1832.7187720697057
647,1940.0174210642326
648,3061.3666317489174
649,2682.599336336754
650,2290.1512998572102
651,3479.5638749878617
652,3562.3570932665466
653,2423.3151584514712
654,2138.142502511092
655,2612.7665867524397
656,2042.901668562435
657,3581.1518812604468
658,2104.998694681064
659,2716.8751432148592
660,2551.8455726146913
661,2357.8907188442427
662,2991.3771084065443
663,3454.543207151242
664,3413.5813185971433
665,3701.661585537257
666,2213.676148702518
667,1640.4115779579352
668,2303.980724434669
669,2348.0399435742515
670,2090.9059002403683
671,2962.3962264444685
672,2888.320879917784
673,2447.391742247808
674,2047.5898516665275
675,2537.404786046344
676,2610.37806908021
677,2947.2711582017596
678,2589.8618907679106
679,2995.5643139391104
680,1938.3099467989505
681,3034.497658603718
682,3190.1300522928673
683,2943.902427287119
684,2575.596960283982
685,2318.6117169051654
686,2284.6249915933586
687,2301.0208639370053
688,2083.3589275807785
689,2485.676358557493
690,2127.3359639741807
691,2192.0070319524425
692,3498.8153451539897
693,2543.2746911355366
694,3372.417488998937
695,2145.0421292717206
696,2310.59871818861
697,2103.5662389586164
698,3211.1858724850376
699,1908.3435089958286
700,2442.683582382874
701,2289.535747253751
702,2535.052688723745
703,2205.744332072046
704,2851.717895396551
705,1899.5005900061487
706,2616.63673601051
707,2859.3117873772167
708,3796.8915869779626
709,3204.766838471598
710,2801.7600837654677
711,3184.451611286509
712,2486.31915901492
713,1854.2106665205192
714,2700.294967691543
715,2975.463332653179
716,2071.0195180661176
717,3556.6150726642522
718,2595.5280141663384
719,3422.3596732015176
720,2385.094086081465
721,1869.6848535543493
722,2069.4472374387055
723,2456.311466076174
724,2380.303531705503
725,3131.9568388979355
726,2458.42037754708
727,2429.7098354883133
728,3071.7409220776353
729,2724.745524963508
730,2291.4726866157657
731,3087.7564632872804
732,2379.167118253899
733,2620.178342872363
734,2710.9828280228435
735,1985.3474975020524
736,2378.8388485559335
737,2072.8781013405246
738,3296.011469380715
739,2228.246469235935
740,2357.6528616777364
741,2277.4964573760703
742,2678.601102355645
743,2188.7582442979365
744,2449.310519122753
745,3142.6928625586083
746,3415.150724944833
747,2702.6704920616994
748,2908.42414583151
749,2085.088197429626
750,2875.9118110613795
751,1913.3408576032446
752,2015.0956092528434
753,3065.9107126773674
754,2722.5153852175913
755,2368.8041948789282
756,2397.6570783249813
757,2969.265670875326
758,2396.9605594357704
759,2735.2038499674127
760,2290.0314313291415
761,3213.52742177827
762,1758.8405655633705
763,3377.5764922350186
764,3012.036612365177
765,1924.1842331987418
766,2658.304932407482
767,2450.8497951111026
768,3592.46300920746
769,1963.5389575992378
770,2301.0026378549214
771,2101.587706264572
772,1789.0816035662656
773,2295.5307870357788
774,3205.065991621794
775,3546.670255736608
776,2698.749917151101
777,3013.021999085986
778,2179.283275451531
779,2349.508356126356
780,2482.501579890416
781,3464.268592547903
782,2532.6521934894695
783,2187.3020692812975
784,2500.2307280359023
785,2908.5278456796855
786,2979.01394654528
787,2268.130931511751
788,2963.2095600159932
789,2500.064132401054
790,3203.2208863139144
791,3263.888919671221
792,2211.9518794650517
793,3645.3703428466456
794,3112.9001692317656
795,2702.413809201799
796,3177.987076129703
797,3278.9452914721483
798,2779.519255777485
799,2435.7395217800627
800,2606.5755986422478
801,2216.569461757626
802,2315.973110369557
803,3023.960341146028
804,1910.5522035927024
805,1920.1885736665954
806,1823.5313028822254
807,2184.160685484371
808,2030.7794053946636
809,3716.22805937978
810,2667.679177254184
811,2376.260943956347
812,2232.1306463373544
813,2443.167181124561
814,2560.6727014827625
815,2137.2278357180003
816,2101.305177667914
817,2890.7009225804836
818,3134.819281625662
819,2664.5898188309698
820,3284.3247014827552
821,2341.2131850301444
822,2330.3165536711454
823,2548.3023763695332
824,1936.6138217177004
825,2094.8695870767297
826,2352.9455311928327
827,2482.7218187340773
828,3705.0656640771836
829,2149.941959643822
830,2519.2509775143685
831,2542.0834361237276
832,2983.9674976758747
833,3553.0832228624554
834,3611.6005634475355
835,2308.966440199704
836,3540.8455852719253
837,3299.5646208918806
838,2719.6495467574036
839,3146.250525846813
840,3004.5736043168095
841,3157.3103650798016
842,3219.874237444104
843,1996.0328054705049
844,2872.0339109217525
845,2400.039376136821
846,1662.7649667272515
847,2615.085935825536
848,2075.452495795193
849,1888.4196354089772
850,2995.5546927843884
851,3349.42144101264
852,2414.8601125473397
853,2837.925377748721
854,3243.233985426293
855,2193.5638729765906
856,1689.6312066130247
857,2640.326010633826
858,2254.9618709230585
859,2588.1948236770063
860,2411.1369438027446
861,2303.83318382318
862,2336.1596546950227
863,2353.830698337652
864,1918.6603298015064
865,3895.1659039071524
866,2990.9747578169213
867,2138.1368351517635
868,2477.244421108606
869,2666.921013601217
870,2739.742912734604
871,2167.421389431321
872,2575.3197209811165
873,2653.2851129574706
874,2067.704261180201
875,2247.9273857341723
876,2817.9962587078694
877,3006.063862147256
878,2805.2177860034208
879,3052.581822646509
880,2138.195332726588
881,2830.5853496275217
882,4025.6704205271926
883,2007.3308333914836
884,2642.1204299682686
885,2267.852115449887
886,1994.1177475009597
887,2408.0829160852504
888,2620.10251521113
889,2816.958747940871
890,2853.396706439602
891,2029.6451897659765
892,2643.1928546580893
893,2908.4528642758555
894,3503.6207181629143
895,2080.175799616242
896,3456.578271455606
897,3337.2692922037854
898,2684.1567678768297
899,2495.335389165218
900,2629.4807984873637
901,2612.8493313019076
902,2303.125225489672
903,2679.653015959238
904,2802.420217108196
905,2127.8764415890123
906,1940.656926162929
907,2191.99855038636
908,2381.651185880782
909,3307.5332762660273
910,3499.5182022419917
911,2415.9165115606647
912,1933.360893462547
913,2309.7916242746255
914,3151.8657747109464
915,2468.558094116967
916,2418.8823985273157
917,2231.2036788671135
918,2715.453714335321
919,2034.4268730243812
920,2384.567453359483
921,2942.609392342431
922,2094.673976199725
923,2460.339043200624
924,2391.8745480434086
925,2409.8600054193835
926,3473.0687462987275
927,2661.7369838674817
928,2272.063390778004
929,2052.971076558451
930,2723.976731841925
931,2200.174727460059
932,2901.9830623528846
933,1850.2252923571414
934,2796.6790344227215
935,2282.8104682286653
936,3225.139857724647
937,2477.8563796032818
938,2008.1931852871385
939,1799.1011784110563
940,2410.046100568727
941,1942.1939942766383
942,1981.166382341885
943,2355.859702279905
944,2232.859361773328
945,2093.560509278554
946,2383.331024251762
947,2193.877885038118
948,2278.531391007437
949,2066.0813378062303
950,3638.607194009303
951,1894.0146001012906
952,2120.7613644651683
953,2471.4454807872153
954,3209.1400663665304
955,2388.4024374336036
956,2855.388299979358
957,2796.1581167167346
958,2244.219897211762
959,2275.9568318311763
960,1981.9633816688329
961,2463.52499549111
962,3324.727782106645
963,1835.3024656580362
964,3670.690095445261
965,2968.5524558441607
966,3546.590391935743
967,2752.2174781258796
968,2711.1362934121476
969,2531.452063129516
970,2245.9673320907846
971,2201.380740890116
972,2174.370764114374
973,1965.0784701864732
974,1888.562816704468
975,2067.4858861236876
976,1853.3154581971503
977,2389.099753828668
978,2579.497249888598
979,2250.430933114555
980,2455.2683684563212
981,2331.62545466357
982,2604.129483690122
983,2826.6246572561886
984,2002.9405166991176
985,2010.5954999448738
986,2270.171735001189
987,2701.1587140623647
988,2080.1441858336984
989,1964.4529399830265
990,2421.180192237666
991,2206.084115998057
992,3213.3032955441245
993,3488.2741745020226
994,2481.974880336488
995,2826.9869217094692
996,2739.717903431072
997,2819.384955808549
998,3145.9568653034116
999,3681.2055371444517
1000,3396.8660178693194
1001,2966.0117089473333
1002,3292.7045748946584
1003,2655.983210415568
1004,1851.090206772913
1005,4735.351648721249
1006,2426.7720826401433
1007,2687.031873253239
1008,2796.966402243037
1009,2780.813988028078
1010,2706.2754430470413
1011,1931.8393730431192
1012,3630.9106330734535
1013,2480.04078171604
1014,2950.4594829859416
1015,2948.939268387483
1016,2366.2069589847424
1017,2348.2017161862077
1018,3276.012295452041
1019,1758.7569077240878
1020,2648.839963594705
1021,2042.895135323187
1022,3398.19705241516
1023,2125.1517445210643
1024,2213.6694542755818
1025,3775.3871096838297
1026,3479.0574719678843
1027,1918.57287072045
1028,2450.411742846369
1029,1895.3767362739684
1030,1934.0181278098637
1031,2242.3146736686817
1032,2317.2083941186356
1033,1837.3410261886538
1034,2454.8306609951146
1035,3257.774203899151
1036,2017.1107532156177
1037,1910.5960581355284
1038,2379.463188451096
1039,2629.8021390361628
1040,3267.738892787382
1041,2067.5249136789607
1042,4041.5463033595092
1043,2410.709440860446
1044,1973.618985011444
1045,2675.1656144047165
1046,2239.487083470039
1047,1986.587175187353
1048,2279.924708491103
1049,2134.296275997123
1050,1888.4703325947328
1051,2384.0866603539907
1052,2535.9444157829907
1053,2726.485557771325
1054,2278.9308003500787
1055,3522.5497766087524
1056,3153.097768836695
1057,3289.001841668536
1058,2699.2817235749903
1059,2465.0969901674357
1060,2232.0682987417563
1061,2061.0873981341115
1062,2247.3230754503315
1063,2520.8087879033105
1064,2575.827018596395
1065,2723.1340111287004
1066,2260.7470054718083
1067,2136.656417483848
1068,3530.933824308666
1069,2480.5605651798955
1070,1841.216973598378
1071,2684.504473059446
1072,2159.6896366167034
1073,2918.578800483289
1074,4211.338551421786
1075,3445.065709853332
1076,2008.0104906004465
1077,2614.5746654418213
1078,2501.3832367188693
1079,3078.450079040486
1080,2742.278513821307
1081,3505.068230629189
1082,2064.4608728792573
1083,2044.980498228747
1084,2586.814779430711
1085,2856.5030338156357
1086,1765.1750906346363
1087,2209.0754821638275
1088,2078.262090689087
1089,2334.424210541507
1090,2818.923178325009
1091,2357.6999896120833
1092,2761.069791369567
1093,2684.067492282183
1094,2437.635777324314
1095,3528.47767564045
1096,2102.2988749631295
1097,3433.025675711249
1098,2336.31771472063
1099,2717.330368781752
1100,2359.6137825749656
1101,3656.744503234508
1102,1879.404223498639
1103,1948.750769288902
1104,2275.270243881043
1105,2157.316177727044
1106,3597.3479277563147
1107,1850.9266323674376
1108,3074.478044063488
1109,2302.773219684299
1110,2444.4709106854225
1111,2216.2766185087166
1112,3079.7553514967517
1113,3061.759366849326
1114,3530.7717553471534
1115,2461.1719993307283
1116,2059.2361263524194
1117,2093.9517734563046
1118,2239.64029748002
1119,2919.148015839455
1120,2071.2019780269393
1121,2135.3231206145374
1122,2184.648070400535
1123,2202.490233339778
1124,2417.7473935887097
1125,1971.1499594599163
1126,2819.136896218137
1127,3674.199051053724
1128,2054.2507479855935
1129,1880.2261669944476
1130,2816.1241001756803
1131,2393.166262871766
1132,2559.398546494148
1133,2328.92678015546
1134,2588.7772913573617
1135,2023.4299242145269
1136,3712.791529687478
1137,2268.809439271266
1138,2057.080089785672
1139,2269.0415432287623
1140,2839.1806529988316
1141,2417.8479637845085
1142,1928.4222002438628
1143,3220.6552832673756
1144,2887.1138000758215
1145,2936.7781492255526
1146,2795.3229642985793
1147,1999.5394358121866
1148,2294.677983907012
1149,1902.7555097441852
1150,2105.5290535716726
1151,2739.4930922679764
1152,4437.533387240878
1153,1623.5074713094928
1154,2182.8966269356583
1155,2410.196399663378
1156,2369.811022854701
1157,1801.0005941105883
1158,3407.592330364318
1159,2212.3052308698007
1160,2090.6152508988457
1161,2159.2560337131376
1162,2017.7543731098478
1163,1954.7003063698523
1164,2572.749968378163
1165,3021.0267931412113
1166,2322.0333482485726
1167,2122.17209912981
1168,2281.4939534827627
1169,1885.694751168471
1170,2585.0538396689776
1171,2385.098038425363
1172,1835.0049543254383
1173,3442.0888586889355
1174,2630.9694807591186
1175,2242.3146736686817
1176,2370.689542461149
1177,3362.982220101078
1178,2280.9156041439933
1179,2009.9564066706942
1180,2424.1975962781
1181,3410.231498320966
1182,3200.869866950257
1183,1903.3270047770745
1184,2563.791218791853
1185,2558.063339634475
1186,2943.8791129985584
1187,2265.7620005788176
1188,2685.810777505491
1189,2520.0772657621765
1190,2551.8703831116395
1191,2115.545333415615
1192,2684.9607794847752
1193,3381.7954342399776
1194,2522.782831755368
1195,2197.209569418579
1196,2512.7157163546613
1197,2037.6865679386503
1198,2157.7053802728547
1199,2410.1249689797623
1200,2359.3164992928537
1201,2189.1336937113974
1202,2682.682331068751
1203,2809.0468463328066
1204,2801.4038027828356
1205,2208.1425273804325
1206,2242.071842352723
1207,2070.5701435082196
1208,2507.7888998855065
1209,2084.9737520596077
1210,4226.10578674618
1211,2238.3693807509085
1212,2408.246956180907
1213,2562.103295331488
1214,2163.7518100599505
1215,2646.9038314983495
1216,2342.400497405038
1217,3631.7579089234555
1218,2515.35734236185
1219,2097.4624769412003
1220,2425.0309733929066
1221,2292.098000415051
1222,2223.4611184019736
1223,2247.5778089399428
1224,2717.2159032363797
1225,2918.5953194448634
1226,2316.0732712331933
1227,1847.3975939056545
1228,2173.9921140894844
1229,2224.772557933924
1230,2107.9765242791423
1231,2914.7403242636356
1232,3407.3188796803665
1233,2336.6988798320676
1234,3070.8112416288764
1235,1809.9349850979831
1236,4032.7910695873998
1237,3576.422350207049
1238,1922.8459724312818
1239,1915.842633362602
1240,2514.9466929759806
1241,3408.7986175606125
1242,2519.900916031458
1243,3246.6142651538453
1244,2092.7390334015504
1245,2069.3834479212896
1246,1760.3364060638414
1247,2554.6582178006743
1248,2172.832020935613
1249,2089.9262413648667
1250,2343.9566243674312
1251,2363.0809751606084
1252,3494.465255188125
1253,2691.471990604781
1254,2210.1968563298265
1255,2816.9606251121877
1256,2704.9803511248824
1257,2556.8950699006546
1258,2538.867476575927
1259,1831.5887454062342
1260,2772.3588029984735
1261,1946.8641340363095
1262,1838.2700535383076
1263,2274.193106146405
1264,1498.0367684590767
1265,2527.677270044435
1266,2023.7861029180865
1267,2267.100629801406
1268,2225.949959103104
1269,2737.5831146579294
1270,2280.1005569445238
1271,2219.906451937955
1272,1820.5685228616876
1273,2726.141323464473
1274,3202.7294739159547
1275,2247.5202047023035
1276,2957.1228028054798
1277,3209.4798198750836
1278,2896.3408835258037
1279,2770.720558218653
1280,3183.1573710443213
1281,2790.862254886138
1282,3267.087254278907
1283,2411.808794064829
1284,2031.8296107028198
1285,2723.028804149046
1286,2061.3125504092354
1287,3565.653136792402
1288,2216.447104682609
1289,2426.6500888801597
1290,1931.194102194956
1291,2416.871770804633
1292,2000.6379769788734
1293,2160.772326036757
1294,3173.7476677463455
